Episode,Collisions,Deliveries,SuccessRate,StepsPerDelivery
1976,0,11,1.0,4.545454545454546
1977,0,11,1.0,4.545454545454546
1978,0,12,1.0,4.166666666666667
1979,0,10,1.0,5.0
1980,0,9,1.0,5.555555555555555
1981,0,12,1.0,4.166666666666667
1982,0,11,1.0,4.545454545454546
1983,0,12,1.0,4.166666666666667
1984,0,12,1.0,4.166666666666667
1985,0,10,1.0,5.0
1986,0,11,1.0,4.545454545454546
1987,0,10,1.0,5.0
1988,0,12,1.0,4.166666666666667
1989,0,12,1.0,4.166666666666667
1990,0,10,1.0,5.0
1991,0,12,1.0,4.166666666666667
1992,0,10,1.0,5.0
1993,0,12,1.0,4.166666666666667
1994,0,10,1.0,5.0
1995,0,12,1.0,4.166666666666667
1996,0,12,1.0,4.166666666666667
1997,0,11,1.0,4.545454545454546
1998,0,9,1.0,5.555555555555555
1999,0,11,1.0,4.545454545454546
2000,0,12,1.0,4.166666666666667
2001,0,12,1.0,4.166666666666667
2002,0,11,1.0,4.545454545454546
2003,0,10,1.0,5.0
2004,0,11,1.0,4.545454545454546
2005,0,12,1.0,4.166666666666667
2006,0,7,1.0,7.142857142857143
2007,0,11,1.0,4.545454545454546
2008,0,12,1.0,4.166666666666667
2009,0,9,1.0,5.555555555555555
2010,0,7,1.0,7.142857142857143
2011,0,10,1.0,5.0
2012,0,12,1.0,4.166666666666667
2013,0,12,1.0,4.166666666666667
2014,0,11,1.0,4.545454545454546
2015,0,12,1.0,4.166666666666667
2016,0,10,1.0,5.0
2017,0,9,1.0,5.555555555555555
2018,0,11,1.0,4.545454545454546
2019,0,12,1.0,4.166666666666667
2020,0,12,1.0,4.166666666666667
2021,0,11,1.0,4.545454545454546
2022,0,9,1.0,5.555555555555555
2023,0,11,1.0,4.545454545454546
2024,0,10,1.0,5.0
2025,0,10,1.0,5.0
2026,0,9,1.0,5.555555555555555
2027,0,11,1.0,4.545454545454546
2028,0,8,1.0,6.25
2029,0,10,1.0,5.0
2030,0,11,1.0,4.545454545454546
2031,0,12,1.0,4.166666666666667
2032,0,9,1.0,5.555555555555555
2033,0,12,1.0,4.166666666666667
2034,0,11,1.0,4.545454545454546
2035,0,11,1.0,4.545454545454546
2036,0,10,1.0,5.0
2037,0,12,1.0,4.166666666666667
2038,0,10,1.0,5.0
2039,0,9,1.0,5.555555555555555
2040,0,12,1.0,4.166666666666667
2041,0,11,1.0,4.545454545454546
2042,0,4,1.0,12.5
2043,0,10,1.0,5.0
2044,0,11,1.0,4.545454545454546
2045,0,12,1.0,4.166666666666667
2046,0,12,1.0,4.166666666666667
2047,0,12,1.0,4.166666666666667
2048,0,12,1.0,4.166666666666667
2049,0,12,1.0,4.166666666666667
2050,0,12,1.0,4.166666666666667
2051,0,11,1.0,4.545454545454546
2052,0,12,1.0,4.166666666666667
2053,0,12,1.0,4.166666666666667
2054,0,12,1.0,4.166666666666667
2055,0,12,1.0,4.166666666666667
2056,0,12,1.0,4.166666666666667
2057,0,11,1.0,4.545454545454546
2058,0,8,1.0,6.25
2059,0,10,1.0,5.0
2060,0,11,1.0,4.545454545454546
2061,0,12,1.0,4.166666666666667
2062,0,10,1.0,5.0
2063,0,11,1.0,4.545454545454546
2064,0,10,1.0,5.0
2065,0,7,1.0,7.142857142857143
2066,0,9,1.0,5.555555555555555
2067,0,9,1.0,5.555555555555555
2068,0,12,1.0,4.166666666666667
2069,0,11,1.0,4.545454545454546
2070,0,10,1.0,5.0
2071,0,12,1.0,4.166666666666667
2072,0,12,1.0,4.166666666666667
2073,0,12,1.0,4.166666666666667
2074,0,11,1.0,4.545454545454546
2075,0,11,1.0,4.545454545454546
2076,0,12,1.0,4.166666666666667
2077,0,12,1.0,4.166666666666667
2078,0,10,1.0,5.0
2079,0,12,1.0,4.166666666666667
2080,0,9,1.0,5.555555555555555
2081,0,11,1.0,4.545454545454546
2082,0,12,1.0,4.166666666666667
2083,0,10,1.0,5.0
2084,0,12,1.0,4.166666666666667
2085,0,4,1.0,12.5
2086,0,10,1.0,5.0
2087,0,11,1.0,4.545454545454546
2088,0,10,1.0,5.0
2089,0,9,1.0,5.555555555555555
2090,0,12,1.0,4.166666666666667
2091,0,10,1.0,5.0
2092,0,7,1.0,7.142857142857143
2093,0,11,1.0,4.545454545454546
2094,0,12,1.0,4.166666666666667
2095,0,11,1.0,4.545454545454546
2096,0,10,1.0,5.0
2097,0,11,1.0,4.545454545454546
2098,0,12,1.0,4.166666666666667
2099,0,12,1.0,4.166666666666667
2100,0,8,1.0,6.25
2101,0,11,1.0,4.545454545454546
2102,0,11,1.0,4.545454545454546
2103,0,12,1.0,4.166666666666667
2104,0,12,1.0,4.166666666666667
2105,0,12,1.0,4.166666666666667
2106,0,12,1.0,4.166666666666667
2107,0,11,1.0,4.545454545454546
2108,0,10,1.0,5.0
2109,0,12,1.0,4.166666666666667
2110,0,12,1.0,4.166666666666667
2111,0,12,1.0,4.166666666666667
2112,0,12,1.0,4.166666666666667
2113,0,11,1.0,4.545454545454546
2114,0,10,1.0,5.0
2115,0,12,1.0,4.166666666666667
2116,0,8,1.0,6.25
2117,0,12,1.0,4.166666666666667
2118,0,10,1.0,5.0
2119,0,9,1.0,5.555555555555555
2120,0,12,1.0,4.166666666666667
2121,0,11,1.0,4.545454545454546
2122,0,11,1.0,4.545454545454546
2123,0,5,1.0,10.0
2124,0,12,1.0,4.166666666666667
2125,0,12,1.0,4.166666666666667
2126,0,9,1.0,5.555555555555555
2127,0,10,1.0,5.0
2128,0,9,1.0,5.555555555555555
2129,0,9,1.0,5.555555555555555
2130,0,11,1.0,4.545454545454546
2131,0,10,1.0,5.0
2132,0,8,1.0,6.25
2133,0,11,1.0,4.545454545454546
2134,0,10,1.0,5.0
2135,0,11,1.0,4.545454545454546
2136,0,12,1.0,4.166666666666667
2137,0,12,1.0,4.166666666666667
2138,0,12,1.0,4.166666666666667
2139,0,5,1.0,10.0
2140,0,12,1.0,4.166666666666667
2141,0,6,1.0,8.333333333333334
2142,0,9,1.0,5.555555555555555
2143,0,10,1.0,5.0
2144,0,12,1.0,4.166666666666667
2145,0,12,1.0,4.166666666666667
2146,0,11,1.0,4.545454545454546
2147,0,12,1.0,4.166666666666667
2148,0,12,1.0,4.166666666666667
2149,0,10,1.0,5.0
2150,0,10,1.0,5.0
2151,0,11,1.0,4.545454545454546
2152,0,12,1.0,4.166666666666667
2153,0,9,1.0,5.555555555555555
2154,0,9,1.0,5.555555555555555
2155,0,12,1.0,4.166666666666667
2156,0,12,1.0,4.166666666666667
2157,0,8,1.0,6.25
2158,0,12,1.0,4.166666666666667
2159,0,11,1.0,4.545454545454546
2160,0,9,1.0,5.555555555555555
2161,0,10,1.0,5.0
2162,0,12,1.0,4.166666666666667
2163,0,12,1.0,4.166666666666667
2164,0,12,1.0,4.166666666666667
2165,0,11,1.0,4.545454545454546
2166,0,11,1.0,4.545454545454546
2167,0,12,1.0,4.166666666666667
2168,0,11,1.0,4.545454545454546
2169,0,12,1.0,4.166666666666667
2170,0,11,1.0,4.545454545454546
2171,0,12,1.0,4.166666666666667
2172,0,12,1.0,4.166666666666667
2173,0,12,1.0,4.166666666666667
2174,0,9,1.0,5.555555555555555
2175,0,12,1.0,4.166666666666667
2176,0,11,1.0,4.545454545454546
2177,0,11,1.0,4.545454545454546
2178,0,11,1.0,4.545454545454546
2179,0,11,1.0,4.545454545454546
2180,0,8,1.0,6.25
2181,0,12,1.0,4.166666666666667
2182,0,11,1.0,4.545454545454546
2183,0,12,1.0,4.166666666666667
2184,0,11,1.0,4.545454545454546
2185,0,12,1.0,4.166666666666667
2186,0,12,1.0,4.166666666666667
2187,0,12,1.0,4.166666666666667
2188,0,11,1.0,4.545454545454546
2189,0,10,1.0,5.0
2190,0,10,1.0,5.0
2191,0,9,1.0,5.555555555555555
2192,0,11,1.0,4.545454545454546
2193,0,10,1.0,5.0
2194,0,11,1.0,4.545454545454546
2195,0,9,1.0,5.555555555555555
2196,0,10,1.0,5.0
2197,0,12,1.0,4.166666666666667
2198,0,12,1.0,4.166666666666667
2199,0,5,1.0,10.0
2200,0,10,1.0,5.0
2201,0,12,1.0,4.166666666666667
2202,0,10,1.0,5.0
2203,0,9,1.0,5.555555555555555
2204,0,11,1.0,4.545454545454546
2205,0,9,1.0,5.555555555555555
2206,0,11,1.0,4.545454545454546
2207,0,8,1.0,6.25
2208,0,12,1.0,4.166666666666667
2209,0,11,1.0,4.545454545454546
2210,0,12,1.0,4.166666666666667
2211,0,11,1.0,4.545454545454546
2212,0,11,1.0,4.545454545454546
2213,0,11,1.0,4.545454545454546
2214,0,12,1.0,4.166666666666667
2215,0,12,1.0,4.166666666666667
2216,0,9,1.0,5.555555555555555
2217,0,11,1.0,4.545454545454546
2218,0,12,1.0,4.166666666666667
2219,0,8,1.0,6.25
2220,0,12,1.0,4.166666666666667
2221,0,6,1.0,8.333333333333334
2222,0,9,1.0,5.555555555555555
2223,0,12,1.0,4.166666666666667
2224,0,10,1.0,5.0
2225,0,10,1.0,5.0
2226,0,5,1.0,10.0
2227,0,12,1.0,4.166666666666667
2228,0,12,1.0,4.166666666666667
2229,0,11,1.0,4.545454545454546
2230,0,12,1.0,4.166666666666667
2231,0,10,1.0,5.0
2232,0,11,1.0,4.545454545454546
2233,0,9,1.0,5.555555555555555
2234,0,10,1.0,5.0
2235,0,11,1.0,4.545454545454546
2236,0,9,1.0,5.555555555555555
2237,0,12,1.0,4.166666666666667
2238,0,11,1.0,4.545454545454546
2239,0,12,1.0,4.166666666666667
2240,0,9,1.0,5.555555555555555
2241,0,11,1.0,4.545454545454546
2242,0,11,1.0,4.545454545454546
2243,0,8,1.0,6.25
2244,0,8,1.0,6.25
2245,0,5,1.0,10.0
2246,0,4,1.0,12.5
2247,0,12,1.0,4.166666666666667
2248,0,11,1.0,4.545454545454546
2249,0,12,1.0,4.166666666666667
2250,0,12,1.0,4.166666666666667
2251,0,12,1.0,4.166666666666667
2252,0,9,1.0,5.555555555555555
2253,0,11,1.0,4.545454545454546
2254,0,12,1.0,4.166666666666667
2255,0,12,1.0,4.166666666666667
2256,0,12,1.0,4.166666666666667
2257,0,12,1.0,4.166666666666667
2258,0,7,1.0,7.142857142857143
2259,0,12,1.0,4.166666666666667
2260,0,11,1.0,4.545454545454546
2261,0,12,1.0,4.166666666666667
2262,0,10,1.0,5.0
2263,0,12,1.0,4.166666666666667
2264,0,12,1.0,4.166666666666667
2265,0,12,1.0,4.166666666666667
2266,0,12,1.0,4.166666666666667
2267,0,9,1.0,5.555555555555555
2268,0,11,1.0,4.545454545454546
2269,0,11,1.0,4.545454545454546
2270,0,9,1.0,5.555555555555555
2271,0,12,1.0,4.166666666666667
2272,0,12,1.0,4.166666666666667
2273,0,12,1.0,4.166666666666667
2274,0,12,1.0,4.166666666666667
2275,0,12,1.0,4.166666666666667
2276,0,10,1.0,5.0
2277,0,11,1.0,4.545454545454546
2278,0,12,1.0,4.166666666666667
2279,0,10,1.0,5.0
2280,0,12,1.0,4.166666666666667
2281,0,12,1.0,4.166666666666667
2282,0,12,1.0,4.166666666666667
2283,0,12,1.0,4.166666666666667
2284,0,12,1.0,4.166666666666667
2285,0,10,1.0,5.0
2286,0,10,1.0,5.0
2287,0,11,1.0,4.545454545454546
2288,0,12,1.0,4.166666666666667
2289,0,12,1.0,4.166666666666667
2290,0,12,1.0,4.166666666666667
2291,0,12,1.0,4.166666666666667
2292,0,12,1.0,4.166666666666667
2293,0,11,1.0,4.545454545454546
2294,0,11,1.0,4.545454545454546
2295,0,11,1.0,4.545454545454546
2296,0,4,1.0,12.5
2297,0,10,1.0,5.0
2298,0,12,1.0,4.166666666666667
2299,0,12,1.0,4.166666666666667
2300,0,10,1.0,5.0
2301,0,11,1.0,4.545454545454546
2302,0,10,1.0,5.0
2303,0,10,1.0,5.0
2304,0,11,1.0,4.545454545454546
2305,0,10,1.0,5.0
2306,0,10,1.0,5.0
2307,0,12,1.0,4.166666666666667
2308,0,11,1.0,4.545454545454546
2309,0,12,1.0,4.166666666666667
2310,0,12,1.0,4.166666666666667
2311,0,8,1.0,6.25
2312,0,12,1.0,4.166666666666667
2313,0,12,1.0,4.166666666666667
2314,0,8,1.0,6.25
2315,0,6,1.0,8.333333333333334
2316,0,1,1.0,25
2317,0,10,1.0,5.0
2318,0,11,1.0,4.545454545454546
2319,0,9,1.0,5.555555555555555
2320,0,12,1.0,4.166666666666667
2321,0,10,1.0,5.0
2322,0,12,1.0,4.166666666666667
2323,0,9,1.0,5.555555555555555
2324,0,10,1.0,5.0
2325,0,10,1.0,5.0
2326,0,8,1.0,6.25
2327,0,12,1.0,4.166666666666667
2328,0,10,1.0,5.0
2329,0,10,1.0,5.0
2330,0,10,1.0,5.0
2331,0,9,1.0,5.555555555555555
2332,0,11,1.0,4.545454545454546
2333,0,10,1.0,5.0
2334,0,9,1.0,5.555555555555555
2335,0,12,1.0,4.166666666666667
2336,0,12,1.0,4.166666666666667
2337,0,11,1.0,4.545454545454546
2338,0,1,1.0,25
2339,0,12,1.0,4.166666666666667
2340,0,12,1.0,4.166666666666667
2341,0,10,1.0,5.0
2342,0,11,1.0,4.545454545454546
2343,0,10,1.0,5.0
2344,0,11,1.0,4.545454545454546
2345,0,7,1.0,7.142857142857143
2346,0,12,1.0,4.166666666666667
2347,0,12,1.0,4.166666666666667
2348,0,12,1.0,4.166666666666667
2349,0,12,1.0,4.166666666666667
2350,0,10,1.0,5.0
2351,0,12,1.0,4.166666666666667
2352,0,12,1.0,4.166666666666667
2353,0,10,1.0,5.0
2354,0,12,1.0,4.166666666666667
2355,0,11,1.0,4.545454545454546
2356,0,9,1.0,5.555555555555555
2357,0,11,1.0,4.545454545454546
2358,0,12,1.0,4.166666666666667
2359,0,12,1.0,4.166666666666667
2360,0,11,1.0,4.545454545454546
2361,0,12,1.0,4.166666666666667
2362,0,10,1.0,5.0
2363,0,11,1.0,4.545454545454546
2364,0,12,1.0,4.166666666666667
2365,0,12,1.0,4.166666666666667
2366,0,12,1.0,4.166666666666667
2367,0,10,1.0,5.0
2368,0,11,1.0,4.545454545454546
2369,0,12,1.0,4.166666666666667
2370,0,12,1.0,4.166666666666667
2371,0,12,1.0,4.166666666666667
2372,0,9,1.0,5.555555555555555
2373,0,9,1.0,5.555555555555555
2374,0,10,1.0,5.0
2375,0,12,1.0,4.166666666666667
2376,0,12,1.0,4.166666666666667
2377,0,11,1.0,4.545454545454546
2378,0,12,1.0,4.166666666666667
2379,0,12,1.0,4.166666666666667
2380,0,11,1.0,4.545454545454546
2381,0,12,1.0,4.166666666666667
2382,0,8,1.0,6.25
2383,0,12,1.0,4.166666666666667
2384,0,9,1.0,5.555555555555555
2385,0,12,1.0,4.166666666666667
2386,0,11,1.0,4.545454545454546
2387,0,10,1.0,5.0
2388,0,12,1.0,4.166666666666667
2389,0,12,1.0,4.166666666666667
2390,0,12,1.0,4.166666666666667
2391,0,11,1.0,4.545454545454546
2392,0,11,1.0,4.545454545454546
2393,0,11,1.0,4.545454545454546
2394,0,11,1.0,4.545454545454546
2395,0,11,1.0,4.545454545454546
2396,0,12,1.0,4.166666666666667
2397,0,8,1.0,6.25
2398,0,12,1.0,4.166666666666667
2399,0,12,1.0,4.166666666666667
2400,0,12,1.0,4.166666666666667
2401,0,12,1.0,4.166666666666667
2402,0,10,1.0,5.0
2403,0,12,1.0,4.166666666666667
2404,0,12,1.0,4.166666666666667
2405,0,12,1.0,4.166666666666667
2406,0,12,1.0,4.166666666666667
2407,0,11,1.0,4.545454545454546
2408,0,12,1.0,4.166666666666667
2409,0,12,1.0,4.166666666666667
2410,0,12,1.0,4.166666666666667
2411,0,11,1.0,4.545454545454546
2412,0,12,1.0,4.166666666666667
2413,0,12,1.0,4.166666666666667
2414,0,12,1.0,4.166666666666667
2415,0,9,1.0,5.555555555555555
2416,0,9,1.0,5.555555555555555
2417,0,11,1.0,4.545454545454546
2418,0,10,1.0,5.0
2419,0,10,1.0,5.0
2420,0,12,1.0,4.166666666666667
2421,0,12,1.0,4.166666666666667
2422,0,10,1.0,5.0
2423,0,8,1.0,6.25
2424,0,11,1.0,4.545454545454546
2425,0,9,1.0,5.555555555555555
2426,0,11,1.0,4.545454545454546
2427,0,11,1.0,4.545454545454546
2428,0,12,1.0,4.166666666666667
2429,0,11,1.0,4.545454545454546
2430,0,12,1.0,4.166666666666667
2431,0,11,1.0,4.545454545454546
2432,0,12,1.0,4.166666666666667
2433,0,12,1.0,4.166666666666667
2434,0,10,1.0,5.0
2435,0,12,1.0,4.166666666666667
2436,0,8,1.0,6.25
2437,0,5,1.0,10.0
2438,0,10,1.0,5.0
2439,0,9,1.0,5.555555555555555
2440,0,11,1.0,4.545454545454546
2441,0,9,1.0,5.555555555555555
2442,0,9,1.0,5.555555555555555
2443,0,11,1.0,4.545454545454546
2444,0,12,1.0,4.166666666666667
2445,0,10,1.0,5.0
2446,0,11,1.0,4.545454545454546
2447,0,12,1.0,4.166666666666667
2448,0,10,1.0,5.0
2449,0,12,1.0,4.166666666666667
2450,0,12,1.0,4.166666666666667
2451,0,10,1.0,5.0
2452,0,12,1.0,4.166666666666667
2453,0,12,1.0,4.166666666666667
2454,0,11,1.0,4.545454545454546
2455,0,12,1.0,4.166666666666667
2456,0,12,1.0,4.166666666666667
2457,0,10,1.0,5.0
2458,0,12,1.0,4.166666666666667
2459,0,12,1.0,4.166666666666667
2460,0,11,1.0,4.545454545454546
2461,0,11,1.0,4.545454545454546
2462,0,12,1.0,4.166666666666667
2463,0,12,1.0,4.166666666666667
2464,0,12,1.0,4.166666666666667
2465,0,12,1.0,4.166666666666667
2466,0,10,1.0,5.0
2467,0,4,1.0,12.5
2468,0,12,1.0,4.166666666666667
2469,0,10,1.0,5.0
2470,0,12,1.0,4.166666666666667
2471,0,12,1.0,4.166666666666667
2472,0,12,1.0,4.166666666666667
2473,0,10,1.0,5.0
2474,0,12,1.0,4.166666666666667
2475,0,11,1.0,4.545454545454546
2476,0,11,1.0,4.545454545454546
2477,0,12,1.0,4.166666666666667
2478,0,11,1.0,4.545454545454546
2479,0,10,1.0,5.0
2480,0,8,1.0,6.25
2481,0,11,1.0,4.545454545454546
2482,0,12,1.0,4.166666666666667
2483,0,12,1.0,4.166666666666667
2484,0,11,1.0,4.545454545454546
2485,0,10,1.0,5.0
2486,0,10,1.0,5.0
2487,0,12,1.0,4.166666666666667
2488,0,12,1.0,4.166666666666667
2489,0,8,1.0,6.25
2490,0,7,1.0,7.142857142857143
2491,0,12,1.0,4.166666666666667
2492,0,11,1.0,4.545454545454546
2493,0,11,1.0,4.545454545454546
2494,0,12,1.0,4.166666666666667
2495,0,12,1.0,4.166666666666667
2496,0,12,1.0,4.166666666666667
2497,0,12,1.0,4.166666666666667
2498,0,12,1.0,4.166666666666667
2499,0,12,1.0,4.166666666666667
2500,0,10,1.0,5.0
2501,0,12,1.0,4.166666666666667
2502,0,11,1.0,4.545454545454546
2503,0,7,1.0,7.142857142857143
2504,0,12,1.0,4.166666666666667
2505,0,11,1.0,4.545454545454546
2506,0,12,1.0,4.166666666666667
2507,0,5,1.0,10.0
2508,0,11,1.0,4.545454545454546
2509,0,12,1.0,4.166666666666667
2510,0,8,1.0,6.25
2511,0,12,1.0,4.166666666666667
2512,0,12,1.0,4.166666666666667
2513,0,12,1.0,4.166666666666667
2514,0,12,1.0,4.166666666666667
2515,0,11,1.0,4.545454545454546
2516,0,12,1.0,4.166666666666667
2517,0,12,1.0,4.166666666666667
2518,0,12,1.0,4.166666666666667
2519,0,11,1.0,4.545454545454546
2520,0,12,1.0,4.166666666666667
2521,0,4,1.0,12.5
2522,0,12,1.0,4.166666666666667
2523,0,12,1.0,4.166666666666667
2524,0,12,1.0,4.166666666666667
2525,0,11,1.0,4.545454545454546
2526,0,10,1.0,5.0
2527,0,10,1.0,5.0
2528,0,11,1.0,4.545454545454546
2529,0,12,1.0,4.166666666666667
2530,0,12,1.0,4.166666666666667
2531,0,11,1.0,4.545454545454546
2532,0,12,1.0,4.166666666666667
2533,0,12,1.0,4.166666666666667
2534,0,12,1.0,4.166666666666667
2535,0,12,1.0,4.166666666666667
2536,0,10,1.0,5.0
2537,0,12,1.0,4.166666666666667
2538,0,10,1.0,5.0
2539,0,11,1.0,4.545454545454546
2540,0,12,1.0,4.166666666666667
2541,0,10,1.0,5.0
2542,0,9,1.0,5.555555555555555
2543,0,10,1.0,5.0
2544,0,11,1.0,4.545454545454546
2545,0,11,1.0,4.545454545454546
2546,0,11,1.0,4.545454545454546
2547,0,9,1.0,5.555555555555555
2548,0,12,1.0,4.166666666666667
2549,0,12,1.0,4.166666666666667
2550,0,12,1.0,4.166666666666667
2551,0,11,1.0,4.545454545454546
2552,0,12,1.0,4.166666666666667
2553,0,12,1.0,4.166666666666667
2554,0,4,1.0,12.5
2555,0,12,1.0,4.166666666666667
2556,0,12,1.0,4.166666666666667
2557,0,11,1.0,4.545454545454546
2558,0,10,1.0,5.0
2559,0,12,1.0,4.166666666666667
2560,0,12,1.0,4.166666666666667
2561,0,12,1.0,4.166666666666667
2562,0,12,1.0,4.166666666666667
2563,0,9,1.0,5.555555555555555
2564,0,11,1.0,4.545454545454546
2565,0,12,1.0,4.166666666666667
2566,0,12,1.0,4.166666666666667
2567,0,12,1.0,4.166666666666667
2568,0,12,1.0,4.166666666666667
2569,0,11,1.0,4.545454545454546
2570,0,12,1.0,4.166666666666667
2571,0,10,1.0,5.0
2572,0,11,1.0,4.545454545454546
2573,0,10,1.0,5.0
2574,0,12,1.0,4.166666666666667
2575,0,10,1.0,5.0
2576,0,11,1.0,4.545454545454546
2577,0,12,1.0,4.166666666666667
2578,0,12,1.0,4.166666666666667
2579,0,12,1.0,4.166666666666667
2580,0,12,1.0,4.166666666666667
2581,0,10,1.0,5.0
2582,0,7,1.0,7.142857142857143
2583,0,12,1.0,4.166666666666667
2584,0,9,1.0,5.555555555555555
2585,0,12,1.0,4.166666666666667
2586,0,11,1.0,4.545454545454546
2587,0,12,1.0,4.166666666666667
2588,0,12,1.0,4.166666666666667
2589,0,12,1.0,4.166666666666667
2590,0,7,1.0,7.142857142857143
2591,0,5,1.0,10.0
2592,0,12,1.0,4.166666666666667
2593,0,11,1.0,4.545454545454546
2594,0,12,1.0,4.166666666666667
2595,0,12,1.0,4.166666666666667
2596,0,10,1.0,5.0
2597,0,11,1.0,4.545454545454546
2598,0,12,1.0,4.166666666666667
2599,0,12,1.0,4.166666666666667
2600,0,10,1.0,5.0
2601,0,9,1.0,5.555555555555555
2602,0,11,1.0,4.545454545454546
2603,0,12,1.0,4.166666666666667
2604,0,11,1.0,4.545454545454546
2605,0,11,1.0,4.545454545454546
2606,0,12,1.0,4.166666666666667
2607,0,11,1.0,4.545454545454546
2608,0,4,1.0,12.5
2609,0,11,1.0,4.545454545454546
2610,0,12,1.0,4.166666666666667
2611,0,11,1.0,4.545454545454546
2612,0,11,1.0,4.545454545454546
2613,0,12,1.0,4.166666666666667
2614,0,12,1.0,4.166666666666667
2615,0,9,1.0,5.555555555555555
2616,0,10,1.0,5.0
2617,0,12,1.0,4.166666666666667
2618,0,11,1.0,4.545454545454546
2619,0,12,1.0,4.166666666666667
2620,0,12,1.0,4.166666666666667
2621,0,11,1.0,4.545454545454546
2622,0,12,1.0,4.166666666666667
2623,0,10,1.0,5.0
2624,0,11,1.0,4.545454545454546
2625,0,12,1.0,4.166666666666667
2626,0,9,1.0,5.555555555555555
2627,0,11,1.0,4.545454545454546
2628,0,12,1.0,4.166666666666667
2629,0,11,1.0,4.545454545454546
2630,0,11,1.0,4.545454545454546
2631,0,9,1.0,5.555555555555555
2632,0,12,1.0,4.166666666666667
2633,0,12,1.0,4.166666666666667
2634,0,9,1.0,5.555555555555555
2635,0,10,1.0,5.0
2636,0,12,1.0,4.166666666666667
2637,0,12,1.0,4.166666666666667
2638,0,11,1.0,4.545454545454546
2639,0,11,1.0,4.545454545454546
2640,0,10,1.0,5.0
2641,0,12,1.0,4.166666666666667
2642,0,11,1.0,4.545454545454546
2643,0,12,1.0,4.166666666666667
2644,0,12,1.0,4.166666666666667
2645,0,9,1.0,5.555555555555555
2646,0,12,1.0,4.166666666666667
2647,0,6,1.0,8.333333333333334
2648,0,10,1.0,5.0
2649,0,10,1.0,5.0
2650,0,12,1.0,4.166666666666667
2651,0,11,1.0,4.545454545454546
2652,0,10,1.0,5.0
2653,0,9,1.0,5.555555555555555
2654,0,10,1.0,5.0
2655,0,12,1.0,4.166666666666667
2656,0,12,1.0,4.166666666666667
2657,0,12,1.0,4.166666666666667
2658,0,11,1.0,4.545454545454546
2659,0,10,1.0,5.0
2660,0,11,1.0,4.545454545454546
2661,0,12,1.0,4.166666666666667
2662,0,11,1.0,4.545454545454546
2663,0,11,1.0,4.545454545454546
2664,0,12,1.0,4.166666666666667
2665,0,12,1.0,4.166666666666667
2666,0,12,1.0,4.166666666666667
2667,0,10,1.0,5.0
2668,0,11,1.0,4.545454545454546
2669,0,10,1.0,5.0
2670,0,12,1.0,4.166666666666667
2671,0,12,1.0,4.166666666666667
2672,0,11,1.0,4.545454545454546
2673,0,12,1.0,4.166666666666667
2674,0,11,1.0,4.545454545454546
2675,0,12,1.0,4.166666666666667
2676,0,12,1.0,4.166666666666667
2677,0,11,1.0,4.545454545454546
2678,0,12,1.0,4.166666666666667
2679,0,11,1.0,4.545454545454546
2680,0,11,1.0,4.545454545454546
2681,0,10,1.0,5.0
2682,0,11,1.0,4.545454545454546
2683,0,10,1.0,5.0
2684,0,11,1.0,4.545454545454546
2685,0,12,1.0,4.166666666666667
2686,0,10,1.0,5.0
2687,0,12,1.0,4.166666666666667
2688,0,11,1.0,4.545454545454546
2689,0,11,1.0,4.545454545454546
2690,0,12,1.0,4.166666666666667
2691,0,12,1.0,4.166666666666667
2692,0,12,1.0,4.166666666666667
2693,0,10,1.0,5.0
2694,0,11,1.0,4.545454545454546
2695,0,11,1.0,4.545454545454546
2696,0,11,1.0,4.545454545454546
2697,0,10,1.0,5.0
2698,0,11,1.0,4.545454545454546
2699,0,11,1.0,4.545454545454546
2700,0,11,1.0,4.545454545454546
2701,0,12,1.0,4.166666666666667
2702,0,12,1.0,4.166666666666667
2703,0,11,1.0,4.545454545454546
2704,0,12,1.0,4.166666666666667
2705,0,11,1.0,4.545454545454546
2706,0,12,1.0,4.166666666666667
2707,0,11,1.0,4.545454545454546
2708,0,10,1.0,5.0
2709,0,11,1.0,4.545454545454546
2710,0,12,1.0,4.166666666666667
2711,0,11,1.0,4.545454545454546
2712,0,10,1.0,5.0
2713,0,9,1.0,5.555555555555555
2714,0,12,1.0,4.166666666666667
2715,0,11,1.0,4.545454545454546
2716,0,12,1.0,4.166666666666667
2717,0,11,1.0,4.545454545454546
2718,0,11,1.0,4.545454545454546
2719,0,12,1.0,4.166666666666667
2720,0,12,1.0,4.166666666666667
2721,0,9,1.0,5.555555555555555
2722,0,12,1.0,4.166666666666667
2723,0,11,1.0,4.545454545454546
2724,0,12,1.0,4.166666666666667
2725,0,11,1.0,4.545454545454546
2726,0,12,1.0,4.166666666666667
2727,0,10,1.0,5.0
2728,0,12,1.0,4.166666666666667
2729,0,12,1.0,4.166666666666667
2730,0,12,1.0,4.166666666666667
2731,0,12,1.0,4.166666666666667
2732,0,12,1.0,4.166666666666667
2733,0,11,1.0,4.545454545454546
2734,0,11,1.0,4.545454545454546
2735,0,12,1.0,4.166666666666667
2736,0,12,1.0,4.166666666666667
2737,0,7,1.0,7.142857142857143
2738,0,12,1.0,4.166666666666667
2739,0,12,1.0,4.166666666666667
2740,0,11,1.0,4.545454545454546
2741,0,12,1.0,4.166666666666667
2742,0,11,1.0,4.545454545454546
2743,0,12,1.0,4.166666666666667
2744,0,11,1.0,4.545454545454546
